district,mandal,village,lat,long,date,value
KHAMMAM,Penuballi,Lankapalli,80.74,17.2,01/04/22,12.06
KHAMMAM,Penuballi,Lingagudem,80.656018,17.26324,01/04/22,
KHAMMAM,Penuballi,Penuballi,80.67,17.21,01/04/22,4.15
KHAMMAM,Penuballi,Tallapenta,80.616401,17.233938,01/04/22,3.74
KHAMMAM,Raghunadhapalem,Erlapudi,80.27,17.32,01/04/22,8.78
KHAMMAM,Sathupalle,Cherukupalli,80.78,17.26,01/04/22,3
KHAMMAM,Sathupalle,Prakashnagar,80.8942,17.1942,01/04/22,38.74
KHAMMAM,Singareni,Madharam,80.23,17.54,01/04/22,3.3
KHAMMAM,Thallada,Anjanapuram,80.4625,17.2147,01/04/22,3.52
KHAMMAM,Thallada,Laxmipuram,80.484741,17.172303,01/04/22,3.84
